resume_text,openness,conscientiousness,extraversion,agreeableness,emotional_stability
"Business Analyst resume. Computer Science degree. Skills: Node.js, Python, Docker, C++, Excel. Experience: delivered 4 projects. Highlights: curious research; innovative ideas; attention to detail; organized planning; team workshops; conflict resolution; empathetic communication; team support; resilient problem solving; deadline management.",62,65,50,80,69
"Data Analyst resume. Computer Science degree. Skills: JavaScript, Git, C++, React, Docker. Experience: delivered 4 projects. Highlights: creative experimentation; design thinking; reliable delivery; quality assurance; team workshops; conflict resolution; cross-functional collaboration; mentoring peers; deadline management.",65,51,37,84,54
"Machine Learning Intern resume. Bachelor of Technology. Skills: JavaScript, TensorFlow, Node.js, AWS, Python, SQL, Machine Learning. Experience: delivered 5 projects. Highlights: curious research; innovative ideas; creative experimentation; structured documentation; client presentations; conflict resolution; empathetic communication; resilient problem solving.",76,46,44,60,37
"Data Analyst resume. Computer Science degree. Skills: TensorFlow, Git, Docker, NLP. Experience: delivered 3 projects. Highlights: creative experimentation; learning new technologies; attention to detail; client presentations; public speaking; team workshops; cross-functional collaboration; mentoring peers; steady decision making.",66,46,83,59,52
"Web Developer resume. Master of Computer Applications. Skills: Java, Excel, Node.js, Power BI. Experience: delivered 3 projects. Highlights: design thinking; quality assurance; reliable delivery; team workshops; mentoring peers; deadline management; adaptable execution; calm under pressure.",49,63,42,46,79
"Business Analyst resume. Computer Science degree. Skills: SQL, Excel, Power BI, Git, Machine Learning, NLP. Experience: delivered 5 projects. Highlights: innovative ideas; design thinking; creative experimentation; organized planning; quality assurance; stakeholder engagement; team workshops; conflict resolution; mentoring peers; resilient problem solving; deadline management; steady decision making.",76,56,55,59,73
"Product Associate resume. Bachelor of Technology. Skills: AWS, TensorFlow, Excel, Git. Experience: delivered 4 projects. Highlights: creative experimentation; design thinking; quality assurance; organized planning; structured documentation; team workshops; public speaking; conflict resolution; adaptable execution; deadline management; resilient problem solving.",72,75,58,35,65
"Product Associate resume. Master of Computer Applications. Skills: AWS, React, Node.js, Git, Python, C++. Experience: delivered 2 projects. Highlights: creative experimentation; curious research; innovative ideas; attention to detail; organized planning; reliable delivery; public speaking; client presentations; team workshops; mentoring peers; cross-functional collaboration; deadline management; steady decision making; resilient problem solving.",70,85,75,58,75
"Business Analyst resume. Computer Science degree. Skills: SQL, Power BI, C++, TensorFlow, Docker, AWS. Experience: delivered 2 projects. Highlights: innovative ideas; structured documentation; reliable delivery; team workshops; stakeholder engagement; client presentations; team support; conflict resolution; adaptable execution; resilient problem solving; deadline management.",54,73,81,75,73
"Business Analyst resume. Master of Computer Applications. Skills: NLP, Node.js, Machine Learning, Power BI, TensorFlow. Experience: delivered 5 projects. Highlights: learning new technologies; innovative ideas; curious research; structured documentation; reliable delivery; team workshops; empathetic communication; steady decision making; calm under pressure; deadline management.",87,53,51,49,75
"Business Analyst resume. Bachelor of Technology. Skills: C++, Docker, SQL, Power BI, Node.js. Experience: delivered 3 projects. Highlights: creative experimentation; curious research; organized planning; client presentations; stakeholder engagement; team support; empathetic communication; conflict resolution; steady decision making; adaptable execution; resilient problem solving.",68,47,58,76,76
"Software Engineer resume. Master of Computer Applications. Skills: Git, TensorFlow, Excel, React, JavaScript. Experience: delivered 2 projects. Highlights: curious research; reliable delivery; organized planning; stakeholder engagement; empathetic communication; resilient problem solving; adaptable execution.",51,64,36,48,70
"Machine Learning Intern resume. Bachelor of Technology. Skills: Docker, AWS, Java, React, Excel, Machine Learning. Experience: delivered 2 projects. Highlights: design thinking; quality assurance; attention to detail; structured documentation; team workshops; stakeholder engagement; conflict resolution; mentoring peers; steady decision making; adaptable execution.",38,82,68,66,73
"Business Analyst resume. Computer Science degree. Skills: Node.js, NLP, Python, Git, Java, Power BI, TensorFlow. Experience: delivered 1 projects. Highlights: design thinking; curious research; organized planning; structured documentation; reliable delivery; public speaking; cross-functional collaboration; empathetic communication; team support; steady decision making; resilient problem solving.",57,80,52,80,67
"Product Associate resume. Bachelor of Science. Skills: Node.js, Power BI, Python, Java, NLP, Git, Docker, JavaScript. Experience: delivered 4 projects. Highlights: creative experimentation; reliable delivery; stakeholder engagement; team workshops; cross-functional collaboration; team support; calm under pressure; steady decision making.",42,38,69,63,74
"Web Developer resume. Bachelor of Science. Skills: SQL, Excel, C++, NLP, Java, Machine Learning, Docker, JavaScript. Experience: delivered 2 projects. Highlights: innovative ideas; attention to detail; structured documentation; team workshops; public speaking; client presentations; conflict resolution; cross-functional collaboration; team support; steady decision making.",57,68,76,82,57
"Machine Learning Intern resume. Bachelor of Science. Skills: Power BI, Git, JavaScript, AWS, Excel, SQL, Node.js. Experience: delivered 4 projects. Highlights: creative experimentation; learning new technologies; innovative ideas; organized planning; reliable delivery; quality assurance; client presentations; stakeholder engagement; public speaking; mentoring peers; deadline management.",66,82,83,49,49
"Business Analyst resume. Bachelor of Technology. Skills: Excel, SQL, Machine Learning, Node.js, Python, NLP, TensorFlow. Experience: delivered 3 projects. Highlights: learning new technologies; attention to detail; quality assurance; public speaking; cross-functional collaboration; steady decision making.",52,68,40,43,49
"Business Analyst resume. Bachelor of Science. Skills: AWS, Java, SQL, JavaScript, React, NLP, Git, Power BI. Experience: delivered 3 projects. Highlights: creative experimentation; reliable delivery; stakeholder engagement; team support; cross-functional collaboration; adaptable execution.",41,44,27,66,35
"Business Analyst resume. Bachelor of Science. Skills: C++, Excel, SQL, Node.js, Power BI, Java, AWS, JavaScript. Experience: delivered 1 projects. Highlights: design thinking; attention to detail; structured documentation; reliable delivery; team workshops; conflict resolution; empathetic communication; mentoring peers; calm under pressure; adaptable execution.",39,77,45,68,51
